Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"School enrollment, primary (% net)",SE.PRM.NENR,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.1742782592773,70.611213684082,69.9509887695313,70.3837890625,71.5366134643555,72.5931015014648,73.8917236328125,74.8556213378906,75.6346130371094,75.8380584716797,76.6336898803711,76.4317016601563,77.6585006713867,79.2372283935547,79.2708129882813,79.4783477783203,79.432487487793,79.819221496582,80.4134979248047,80.0589218139648,80.3861083984375,80.1738433837891,79.7782363891602,79.945442199707,80.9710006713867,81.514762878418,81.8531265258789,83.8534622192383,85.0799102783203,86.3837814331055,87.4210891723633,89.004150390625,89.0782699584961,89.3485717773438,89.7760467529297,89.8922576904297,90.3972778320313,90.6709289550781,90.6240997314453,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.7088470458984,86.804443359375,84.4983215332031,84.3712692260742,85.1595611572266,86.2599029541016,86.878791809082,87.048942565918,87.5109100341797,90.0255279541016,92.138427734375,94.6312637329102,95.7518081665039,95.9486770629883,95.6541900634766,95.9018936157227,96.0090484619141,95.248046875,94.3564529418945,93.0835113525391,92.1466598510742,91.5234832763672,92.9667587280273,94.322151184082,94.5199584960938,94.7971496582031,96.8605575561523,96.6125030517578,96.5836486816406,94.5009765625,94.1942596435547,95.0961685180664,95.1626815795898,95.4746780395508,95.578010559082,95.7589874267578,95.7074813842773,95.4589233398438,95.5713195800781,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.3898086547852,94.1189270019531,95.3551025390625,95.5784072875977,95.2732315063477,95.5719223022461,95.7094879150391,94.9217910766602,93.9590072631836,92.6170272827148,91.6291122436523,90.9929809570313,92.5732803344727,94.0173721313477,94.2145690917969,94.5038986206055,96.7304306030273,96.438850402832,96.417236328125,94.1620864868164,93.8143081665039,94.7764511108398,94.841178894043,95.1866989135742,95.3049163818359,95.4932022094727,95.4456634521484,95.2298278808594,95.3505706787109,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.3661117553711,94.1164627075195,95.3618011474609,95.5873718261719,95.280387878418,95.5823593139648,95.7216262817383,94.9263916015625,93.9545135498047,92.6009979248047,91.6057815551758,90.9654312133789,92.5586776733398,94.0140686035156,94.2128601074219,94.5046081542969,96.7512435913086,96.4577865600586,96.4350204467773,94.1598587036133,93.8086395263672,94.7798080444336,94.8452529907227,95.1942367553711,95.3136291503906,95.5036773681641,95.4555282592773,95.2395401000977,95.3615493774414,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.7518768310547,95.5156631469727,96.6924362182617,97.5890884399414,97.1996536254883,..,97.402587890625,96.8671798706055,96.9884719848633,..,97.2394485473633,95.2710266113281,95.5166931152344,95.2468109130859,95.0496063232422,92.3081283569336,91.2735824584961,91.9077377319336,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.0095062255859,86.3394317626953,87.9516067504883,89.6974487304688,91.9788665771484,94.4128112792969,93.4147262573242,93.5035018920898,96.3314895629883,..,96.4725570678711,97.2530517578125,95.7141494750977,99.2109603881836,..,98.0285034179688,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.6106567382813,91.5580215454102,93.6906433105469,96.2573013305664,..,94.361328125,94.7906188964844,94.1652679443359,94.4032287597656,94.3722610473633,94.508186340332,94.3637008666992,94.406852722168,94.6558074951172,93.1446990966797,91.2426300048828,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.3207015991211,73.5260391235352,71.6491775512695,68.1899185180664,..,..,..,..,52.9673118591309,52.7452697753906,52.9906997680664,54.2552299499512,56.7732810974121,..,..,55.6924209594727,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.9087295532227,35.9993896484375,38.0882186889648,43.2063102722168,47.8853797912598,50.4048118591309,51.7916488647461,50.8602714538574,45.9399795532227,42.3880615234375,39.165901184082,36.7127685546875,39.101131439209,41.0592498779297,40.5547714233398,40.5556907653809,38.9504318237305,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.9701232910156,95.5957489013672,95.8151626586914,95.8824691772461,94.5281219482422,93.9227676391602,93.814826965332,93.008918762207,94.4698104858398,94.1086883544922,93.7712020874023,96.7413330078125,97.3804779052734,97.4272003173828,97.2577590942383,95.3655471801758,94.7019577026367,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.6052513122559,40.0579986572266,43.7851715087891,45.8896293640137,46.6439781188965,49.5060882568359,60.4148597717285,65.1780395507813,70.2648010253906,75.9886627197266,75.5827484130859,73.6055603027344,77.5833969116211,78.9230575561523,..,85.8467712402344,85.5877532958984,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,95.1868896484375,95.1932830810547,95.3118515014648,95.2774200439453,95.8040618896484,96.0069198608398,96.2583312988281,96.2919921875,96.6577301025391,96.9046020507813,96.9307022094727,97.0026473999023,96.7378005981445,96.1294784545898,95.9646835327148,96.0221405029297,96.8239288330078,96.9275436401367,97.081413269043,97.1600494384766,96.9219589233398,96.9417266845703,96.3854598999023,96.4820709228516,96.3257598876953,96.7891998291016,97.5902328491211,98.158332824707,98.5730209350586,98.6704635620117,98.5091018676758,98.5197677612305,98.5015182495117,98.2885971069336,98.0829772949219,98.0213775634766,98.0331497192383,98.2006530761719,98.1084671020508,97.9613189697266,98.0654602050781,98.0808715820313,98.0774993896484,98.1949615478516,98.0498199462891,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,93.1580123901367,92.8763732910156,92.9564666748047,93.0543365478516,93.3483734130859,93.4362411499023,93.5921325683594,93.7706527709961,93.7463684082031,93.3095703125,93.3164215087891,93.0474319458008,93.6332778930664,93.6558532714844,94.2376098632813,94.5588073730469,95.0518112182617,94.8239974975586,94.8395309448242,95.1920928955078,94.84130859375,94.5557022094727,94.4588317871094,93.9919662475586,94.357421875,94.5482635498047,94.9381332397461,95.1938018798828,95.5286407470703,96.4440994262695,97.0279235839844,96.7620697021484,96.6767196655273,95.4944534301758,95.4962692260742,95.4448471069336,95.7770767211914,95.5922088623047,96.0497665405273,96.1907501220703,96.0243225097656,96.173828125,95.9326171875,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.8767166137695,92.8615798950195,92.6085891723633,91.3618011474609,91.6578521728516,91.1327362060547,91.2549285888672,91.7641525268555,92.5078125,94.3157272338867,95.630256652832,95.2356567382813,95.8126068115234,93.2110595703125,93.2081298828125,93.2116394042969,93.4081268310547,93.0283813476563,93.7802429199219,93.9429473876953,93.5082321166992,93.6391525268555,93.2333984375,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.18994140625,92.9295196533203,91.6542892456055,91.9208831787109,91.6441268920898,91.8734664916992,92.2266387939453,92.8784484863281,94.4901275634766,95.6176223754883,95.2439804077148,95.7002182006836,93.3644409179688,93.3793106079102,93.3921966552734,93.5712509155273,93.2831268310547,93.9935073852539,94.1480407714844,93.7914733886719,93.9165115356445,93.5464172363281,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,European Union,EUU,..,..,..,..,..,..,..,..,..,..,95.4618225097656,95.473518371582,95.5680770874023,95.385612487793,95.6705703735352,95.6889419555664,95.7822189331055,95.7390213012695,95.836067199707,95.8390731811523,95.8962631225586,95.835693359375,95.7920227050781,95.364372253418,95.2829208374023,95.1307830810547,95.6467895507813,..,..,..,95.3548812866211,95.0542907714844,94.6042175292969,95.0405197143555,95.4970703125,95.9207611083984,96.5123519897461,97.3191070556641,97.800407409668,97.7035675048828,97.626579284668,97.9194717407227,97.8558883666992,97.8045196533203,97.3312606811523,97.2401809692383,97.1807708740234,97.0766296386719,97.3691711425781,97.3534774780273,97.5864410400391,97.6873016357422,97.6840286254883,97.6822814941406,97.5895004272461,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.248291015625,92.6673278808594,95.4885330200195,96.6734008789063,99.300163269043,96.7080001831055,..,99.1292877197266,96.3223266601563,96.8138732910156,96.9944000244141,..,96.5541763305664,96.5912704467773,95.061149597168,..,97.6440277099609,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.7791900634766,99.6994934082031,99.6181030273438,99.3952102661133,98.6611328125,97.7226715087891,97.3202896118164,96.7785110473633,97.2305526733398,97.5418319702148,97.5811996459961,97.8615493774414,98.1713485717773,99.0847702026367,99.5100936889648,99.4331588745117,99.5596923828125,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,49.2272109985352,49.2270317077637,50.2547187805176,51.762378692627,51.1214790344238,51.7241706848145,53.0172386169434,53.9641609191895,54.5612182617188,56.391788482666,58.6216201782227,60.4722709655762,59.9141807556152,60.3863716125488,60.5867691040039,60.2438316345215,60.7058982849121,59.9868011474609,60.0509414672852,58.9853096008301,56.9791297912598,60.1425514221191,59.6777000427246,59.8375511169434,60.5945701599121,61.2954788208008,60.1290702819824,59.2891502380371,58.5879898071289,57.3021011352539,58.1215591430664,59.8172607421875,62.163818359375,63.9888610839844,65.6530990600586,66.4425277709961,67.8170013427734,68.6699676513672,71.1586837768555,71.579460144043,72.3511505126953,73.3140487670898,75.1219482421875,74.7860488891602,75.8087310791016,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.0068511962891,98.9591217041016,98.9866485595703,98.9464111328125,98.7749099731445,98.402946472168,98.6149063110352,98.5049667358398,98.522102355957,98.4640502929688,98.5569915771484,98.5783996582031,98.3753433227539,98.2941436767578,98.7280883789063,98.8478393554688,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.123420715332,71.6739730834961,72.6635894775391,70.5668029785156,73.9251022338867,74.4154205322266,71.4862518310547,75.6605377197266,73.7678298950195,69.6374664306641,..,66.8967514038086,68.3358383178711,69.9169311523438,67.5748291015625,70.1027374267578,73.1079864501953,74.7804336547852,..
"School enrollment, primary (% net)",SE.PRM.NENR,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.6293106079102,89.7538375854492,93.758918762207,94.3767166137695,99.2949066162109,99.5930862426758,..,99.0043182373047,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9712295532227,99.2140274047852,99.1598129272461,99.0877838134766,98.6179580688477,98.5548934936523,98.4996032714844,98.2461700439453,98.161979675293,97.5412902832031,97.2055511474609,97.5086135864258,97.7406921386719,97.9618225097656,98.469108581543,98.6327819824219,98.6794967651367,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.3352508544922,64.8455123901367,59.4474792480469,61.9098281860352,61.593090057373,..,66.5083465576172,66.0584030151367,71.9961929321289,77.4675979614258,76.1521224975586,..,83.4834823608398,81.6388778686523,86.831657409668,88.5525665283203,90.5979614257813,87.4109115600586,..
"School enrollment, primary (% net)",SE.PRM.NENR,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.3640365600586,94.3789215087891,93.9750289916992,95.3943328857422,96.4624481201172,97.7976837158203,97.0209884643555,96.6893615722656,97.1986618041992,..,..,98.5192108154297,97.9782409667969,97.8580780029297,97.1714706420898,96.2816772460938,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.3205871582031,..,..,94.446159362793,..,95.1729583740234,87.5520935058594,..,90.0876312255859,90.8483581542969,87.0412902832031,..,..,..,90.5232086181641,93.7607803344727,95.7344284057617,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.9097671508789,83.8474273681641,84.4045333862305,86.4796524047852,..,90.8606567382813,92.1604766845703,93.3188323974609,94.152717590332,94.5475082397461,97.3676605224609,96.4617233276367,94.1908798217773,91.3616027832031,88.6781234741211,86.4051284790039,85.4500732421875,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.6362800598145,44.6535682678223,48.1104888916016,55.4555892944336,58.9054107666016,61.9479293823242,63.7623100280762,65.5974731445313,67.1767425537109,66.3786163330078,67.3616485595703,68.9313888549805,72.4878005981445,72.6131591796875,73.2446365356445,75.6552276611328,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.5115585327148,..,..,..,..,..,..,..,..,..,68.2333297729492,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92.3445434570313,..,..,..,..,85.5805130004883,79.3900375366211,81.1350021362305,82.2396011352539,81.3666381835938,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,37.2723388671875,38.1234703063965,38.8028297424316,40.4440689086914,42.3079109191895,43.8458518981934,45.2073211669922,46.359691619873,48.0182685852051,49.1725006103516,48.4996604919434,49.2295188903809,48.9987602233887,48.8010482788086,48.7774314880371,48.0865898132324,47.9877014160156,46.8652496337891,45.7184906005859,46.9589004516602,46.0353698730469,45.8566284179688,46.851490020752,48.8515205383301,48.8527488708496,51.4939918518066,52.0932006835938,51.8898506164551,53.8344612121582,56.3446083068848,59.7612113952637,62.6813316345215,65.2214813232422,67.9188003540039,70.3329391479492,72.2524719238281,75.4952392578125,75.5598068237305,75.5205535888672,76.9187164306641,77.9508514404297,79.1722793579102,79.9119720458984,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.3751678466797,96.4400482177734,96.3493118286133,95.9551773071289,95.8872680664063,95.3494720458984,95.4533081054688,95.8876495361328,96.2563400268555,96.5749969482422,96.1332092285156,96.0550003051758,95.8559112548828,96.0944366455078,96.0030288696289,96.0838775634766,96.5009002685547,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,88.506706237793,..,..,91.0402297973633,91.9105987548828,90.8395004272461,95.5954895019531,92.119873046875,96.1943283081055,96.650260925293,96.0585708618164,97.5053176879883,97.3269119262695,93.8282012939453,94.0092315673828,93.0365219116211,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.1600723266602,87.8451690673828,88.6394119262695,89.1782379150391,88.6429595947266,88.6665420532227,89.3020401000977,90.4509811401367,90.1602478027344,91.9866485595703,92.9316482543945,93.1730804443359,92.5305480957031,91.3298034667969,90.8513870239258,90.7696228027344,90.6059722900391,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.9396591186523,99.0754089355469,99.4623031616211,99.4545364379883,99.1798477172852,97.7851486206055,97.8336181640625,97.8556900024414,97.9468765258789,98.5571670532227,99.0406036376953,98.6015167236328,98.4564437866211,98.609992980957,99.051513671875,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.7744979858398,79.6268081665039,79.2298278808594,83.8012008666992,..,..,..,91.2917175292969,91.0092697143555,90.7546768188477,91.0239028930664,90.4147567749023,91.5685882568359,92.2584609985352,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.9554901123047,91.3153991699219,90.5964279174805,89.6506576538086,88.7963104248047,91.5991134643555,93.6011810302734,92.862060546875,93.4081878662109,93.8030319213867,93.2705230712891,92.3586578369141,90.1529388427734,89.7185287475586,89.7372970581055,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.8522567749023,85.2197418212891,..,93.9058990478516,93.3409576416016,96.4062881469727,96.1834182739258,98.7880477905273,99.4157104492188,..,99.4798126220703,99.5886993408203,99.7395477294922,99.4520568847656,98.6587371826172,99.2380599975586,99.1679077148438,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,89.4671401977539,88.4190826416016,..,..,94.2461776733398,93.017463684082,..,..,92.3116989135742,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.6381225585938,94.5993194580078,94.5481719970703,94.7965087890625,94.8051605224609,94.8104400634766,94.9431304931641,95.199333190918,95.4276504516602,95.3060073852539,95.1958999633789,95.0947265625,99.2528991699219,95.0247573852539,94.9172973632813,94.7268600463867,95.0319900512695,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.4977722167969,97.7751922607422,98.2412567138672,97.8975296020508,98.0200500488281,97.6006164550781,97.4713134765625,97.0025329589844,97.2367935180664,97.2030181884766,96.9065933227539,97.0456466674805,96.7011795043945,97.3117294311523,96.8725433349609,96.7203063964844,97.2038803100586,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.8571929931641,98.5406036376953,98.7637023925781,98.7266998291016,98.5929107666016,98.7256393432617,98.5376892089844,98.5185699462891,98.4806823730469,98.2387237548828,97.595832824707,97.5981674194336,97.1197891235352,97.2815933227539,97.6418685913086,97.5065231323242,97.1949691772461,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.7784423828125,92.2810668945313,92.1291275024414,91.862678527832,90.6196594238281,92.4507827758789,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.9985733032227,99.9702072143555,99.9746475219727,99.9753494262695,99.996223449707,99.9665603637695,99.9993515014648,99.9762115478516,99.9979782104492,99.9821472167969,99.9726486206055,99.9435119628906,99.9499893188477,99.9486312866211,99.9499969482422,99.9500122070313,..,..,..
"School enrollment, primary (% net)",SE.PRM.NENR,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.9958724975586,95.1205673217773,..,95.3099517822266,95.2404022216797,94.8135375976563,94.933219909668,94.3564987182617,92.5429534912109,90.135627746582,..,89.6892471313477,88.5814437866211,87.5220489501953,89.1984481811523,..,..,..,..
